species	gi	accession	genome_size	group	family	boot_A	boot_B1	boot_B23	boot_C1	boot_C3	boot_E	boot_F	boot_G	class_A	class_B1	class_B23	class_C1	class_C3	class_E	class_F	class_G	predicted
Wolffiella lingulata	342316269	NC_015894.1	169337	LILI	Araceae	2.0	3.0	84.0	1.0	0.0	0.0	10.0	0.0	0.0019460039806702336	2.808955064916896e-05	0.9826508341465156	8.6527430724463e-07	0.000613419018390966	0.013946991855332174	5.54804250023193e-05	0.0007583157491324108	['B23']
Taxus mairei	452849113	NC_020321.1	127665	GYMNO	Taxaceae	3.0	0.0	93.0	4.0	0.0	0.0	0.0	0.0	0.004383174523001114	1.8192290453224905e-08	0.9954138369015398	2.23910545684193e-07	8.262674254907754e-05	2.626641429417959e-06	5.154974042967035e-08	0.00011744153890396238	['B23']
Castanopsis echinocarpa	595789916	NC_023801.1	160647	EUDI	Fagaceae	2.0	3.0	82.0	1.0	0.0	0.0	11.0	1.0	0.0006696840271972376	1.9335054191044332e-05	0.9703219747172058	5.721871919442665e-07	0.00047386911802831154	0.027851845183534462	4.820760210251296e-05	0.0006145121105486687	['B23']
Grateloupia taiwanensis	519704831	NC_021618.1	191270	RED	Halymeniaceae	6.0	0.0	94.0	0.0	0.0	0.0	0.0	0.0	2.0522437045705145e-06	7.514962296234849e-14	0.9999906507701444	5.620963610947548e-12	7.180725638495607e-06	9.118941555042254e-08	8.430481756653047e-09	1.663491901243587e-08	['B23']
Cephalotaxus oliveri	501595032	NC_021110.1	134337	GYMNO	Taxaceae	1.0	3.0	81.0	7.0	0.0	0.0	8.0	0.0	0.13365532520209505	0.0005495296005316914	0.7774933033813508	0.0011940387002681739	0.0010745443171996795	0.0012886126094330686	8.527022106535061e-05	0.0846593759680561	['B23']
Pyropia perforata	630715801	NC_024050.1	189789	RED	Bangiaceae	4.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.1741668882296947	1.1145046190241207e-08	0.7874338777820907	1.6737894593602138e-05	0.010194954712263485	0.000776151658616531	0.027071359905966225	0.00034001867172865104	['B23']
Paulinella chromatophora	194476495	NC_011087.1	1021616	Paulinella chromatophora	Paulinellidae	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	3.473266032259389e-05	1.1211025934500782e-08	1.0675083846009336e-15	0.999931292342885	8.781576591149965e-12	2.5027105372181243e-11	1.174797771225292e-05	2.2215774244483362e-05	['C1']
Chrysanthemum x morifolium	441403271	NC_020092.1	151033	EUDI	Asteraceae	1.0	5.0	67.0	3.0	0.0	0.0	20.0	4.0	0.015398214572355805	0.0009031577646439083	0.9087776905393926	0.00024147147835638542	0.0017958053137997385	0.03464694075127904	0.010613909635479079	0.027622809944693332	['B23']
Teleaulax amphioxeia	902686507	NC_027589.1	129772	CRYPTO	Geminigeraceae	13.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.02163313593828402	1.5387407956646328e-10	0.9746381450064887	1.1706136544825895e-08	0.0024520023584478283	0.001251717856309868	2.293058857623455e-05	2.056391882665525e-06	['B23']
Juniperus scopulorum	619271760	NC_024023.1	127774	GYMNO	Cupressaceae	8.0	0.0	83.0	8.0	0.0	0.0	1.0	0.0	0.002731395929930311	1.1193615193865974e-07	0.9951950905479268	1.1014182520140713e-05	8.911345011035128e-05	4.2639165779922365e-05	3.990623770859976e-07	0.0019302357252035057	['B23']
Paris verticillata	669100429	NC_024560.1	157379	LILI	Melanthiaceae	11.0	5.0	76.0	4.0	1.0	0.0	3.0	0.0	0.0002585721043641821	3.9828626982103086e-07	0.9996496900249737	5.950178249090436e-09	4.015300964220084e-05	1.3124245383084074e-05	1.4536060643964734e-07	3.7911018582404567e-05	['B23']
Camellia impressinervis	552540923	NC_022461.1	156892	EUDI	Theaceae	4.0	4.0	75.0	1.0	1.0	0.0	14.0	1.0	0.000209432955909035	2.1782653986831157e-05	0.9860218088355079	3.491782827926563e-07	0.00018759646234676965	0.013107301935677662	1.3717238460789413e-05	0.00043801073982832465	['B23']
Cocos nucifera	546138038	NC_022417.1	154731	LILI	Arecaceae	6.0	3.0	83.0	1.0	1.0	0.0	6.0	0.0	2.418796196635798e-05	1.4717886211387537e-06	0.9998432445568513	2.692112105122264e-09	2.7135540889780326e-05	7.485415097359745e-05	2.922030914248285e-07	2.8811105494385135e-05	['B23']
Nannochloropsis oculata	542687661	NC_022260.1	117463	DTM	Monodopsidaceae	29.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.00011933567236684485	5.475208020769766e-13	0.9998277886475736	4.013208659657924e-12	4.069135076585653e-05	1.2170281201609997e-05	4.085124302891826e-09	9.958406983272537e-09	['B23']
Cymbidium sinense	511943334	NC_021430.1	155548	LILI	Orchidaceae	9.0	3.0	78.0	3.0	1.0	0.0	5.0	1.0	0.00048052665258364804	2.0523027271606695e-06	0.9989354319714246	1.4080901647538298e-07	9.446977168240437e-05	0.00023378076118045658	1.500867669208485e-06	0.00025209686371589345	['B23']
Fargesia spathacea	675154378	NC_024716.1	139767	LILI	Poaceae	1.0	7.0	76.0	1.0	1.0	0.0	14.0	0.0	2.3843611965056736e-05	3.360278180323347e-05	0.998773748804459	1.3050202728948118e-08	7.635696635514972e-05	0.0006947828924255354	5.634712120591428e-06	0.00039201718066854505	['B23']
Digitaria exilis	649132572	NC_024176.1	140908	LILI	Poaceae	5.0	6.0	80.0	1.0	0.0	0.0	8.0	0.0	1.5379756896391845e-05	1.4141339579097485e-06	0.9998722185307409	1.8421039918596373e-09	2.3186767152283957e-05	5.899592533994208e-05	2.8421697409837146e-07	2.8518826834537863e-05	['B23']
Monachather paradoxus	694137423	NC_025237.1	137625	LILI	Poaceae	10.0	3.0	77.0	3.0	1.0	1.0	5.0	0.0	4.530089967549388e-05	3.956944776545266e-07	0.9998593240846775	7.0176055010997775e-09	2.4952059819160663e-05	2.391150988746683e-05	2.883834131748744e-07	4.5820350444319944e-05	['B23']
Lygodium japonicum	533310270	NC_022136.1	157260	FRN	Lygodiaceae	2.0	12.0	81.0	0.0	0.0	1.0	3.0	1.0	0.005528951144709454	0.000151586909318508	0.9908121995793149	2.7066068932014063e-07	0.0006588838396166387	0.0023794230933413684	2.9426415750545304e-05	0.00043925835725923016	['B23']
Magnolia officinalis subsp. biloba	452848749	NC_020317.1	160105	MAG	Magnoliaceae	5.0	4.0	80.0	1.0	0.0	0.0	10.0	0.0	0.0002819594113609139	2.6704573576210386e-05	0.998083681362544	7.497834545037539e-08	0.00010755381531175309	0.0012402421307760542	1.6265310500961272e-06	0.0002581571970353499	['B23']
Zingiber spectabile	456061535	NC_020363.1	155890	LILI	Zingiberaceae	6.0	7.0	79.0	1.0	1.0	0.0	6.0	0.0	6.473150175669088e-05	7.130130940493368e-06	0.9995737621819661	3.091392797267844e-09	6.379122223624668e-05	0.0002470593380791398	1.5357957525306223e-06	4.1986737876031314e-05	['B23']
Eunotia naegelii	699008555	NC_024928.1	152906	DTM	Eunotiaceae	3.0	1.0	95.0	0.0	0.0	0.0	1.0	0.0	0.009193144899157474	1.6862083414168065e-08	0.9900353583917605	1.8950872704589032e-09	0.0005093420799342353	0.0002595037055010498	3.3278855314198813e-07	2.2993779229527424e-06	['B23']
Gossypium arboreum	372291837	NC_016712.1	160230	EUDI	Malvaceae	3.0	6.0	74.0	1.0	1.0	0.0	14.0	1.0	0.0007841640191978448	7.839210242055932e-05	0.9737562648463735	8.320500470973737e-07	0.0003893967552963321	0.024183173410778525	3.047371520348253e-05	0.0007773031006825715	['B23']
Fucus vesiculosus	376403656	NC_016735.1	124986	DTM	Fucaceae	23.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	9.918244992055046e-05	4.384660578103448e-13	0.9998504175109125	2.7140288583326605e-12	4.042391532313481e-05	9.9537215810943e-06	4.2155146406544906e-09	1.818359567287509e-08	['B23']
Eucalyptus patens	545717170	NC_022389.1	160187	EUDI	Myrtaceae	3.0	7.0	77.0	1.0	1.0	0.0	11.0	0.0	0.0010630681847194666	8.175266421678e-05	0.9740546942076783	1.2299870527479226e-06	0.00041980614127178696	0.023350966483776905	3.2127460180010884e-05	0.0009963548711039347	['B23']
Veratrum patulum	581976348	NC_022715.2	153699	LILI	Melanthiaceae	4.0	7.0	80.0	1.0	1.0	0.0	7.0	0.0	0.00012416882770391316	8.272750891075226e-06	0.9993513863254665	6.884176549980769e-09	9.021108448116973e-05	0.00035538983555610446	2.0034006021341154e-06	6.856089112272072e-05	['B23']
Eucalyptus camaldulensis	545717944	NC_022398.1	160164	EUDI	Myrtaceae	3.0	7.0	77.0	1.0	1.0	0.0	11.0	0.0	0.0010630681847194666	8.175266421678e-05	0.9740546942076783	1.2299870527479226e-06	0.00041980614127178696	0.023350966483776905	3.2127460180010884e-05	0.0009963548711039347	['B23']
Auxenochlorella protothecoides	595789266	NC_023775.1	84576	CPH	Chlorellaceae	9.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0	0.002353317794979765	1.9446965745586092e-10	0.9964946131535878	2.1947340424600168e-06	0.0006380262226466714	1.4240040228465803e-05	0.0003966169520151368	0.00010099090803001216	['B23']
Oryza rufipogon	386799151	NC_017835.1	134544	LILI	Poaceae	2.0	7.0	75.0	1.0	1.0	0.0	14.0	0.0	2.907663391138694e-05	2.9868827717631715e-05	0.9987084688226759	1.3324050533032217e-08	8.219666280382743e-05	0.0007755093555031575	5.583914952170189e-06	0.0003692824583852157	['B23']
Chrysanthemum indicum	452849029	NC_020320.1	150972	EUDI	Asteraceae	5.0	6.0	59.0	5.0	0.0	0.0	21.0	4.0	0.03591479960659118	0.001013245246317445	0.75228249478637	0.0004633821592874736	0.002043492085583624	0.17791396204911428	0.0021863708617532104	0.028182253204982827	['B23']
Orobanche gracilis	587005157	NC_023464.1	65533	EUDI	Orobanchaceae	1.0	5.0	82.0	0.0	0.0	0.0	12.0	0.0	1.0034660751737317e-07	5.121788610080873e-07	0.9999816653302734	2.4019769196147783e-10	4.319284672600662e-06	8.598587086565456e-06	3.0253449961812416e-07	4.501497801727094e-06	['B23']
Iris gatesii	697964834	NC_024936.1	153441	LILI	Iridaceae	2.0	7.0	84.0	1.0	1.0	0.0	5.0	0.0	0.00028200368952036346	5.6781110394946626e-05	0.9973948161089673	5.4842867135354857e-08	0.0001902498394872492	0.001459864545516927	8.3990927817606e-06	0.0006078307704642371	['B23']
Bambusa multiplex	671743678	NC_024668.1	139394	LILI	Poaceae	4.0	5.0	81.0	1.0	1.0	0.0	8.0	0.0	0.00010743840390546316	1.1922151647696538e-05	0.9992411656207166	1.1616798716486018e-08	8.7533105229227e-05	0.00043251466687463185	3.065638974987709e-06	0.00011634879585252313	['B23']
Galdieria sulphuraria	671743475	NC_024665.1	167741	RED	Cyanidiaceae	13.0	0.0	85.0	0.0	2.0	0.0	0.0	0.0	0.010385582139882941	7.505688715586496e-11	0.06569860525043585	0.0004324703079554444	0.002821972499879075	1.4727870706943459e-05	0.9191055718666788	0.0015410699894040246	['F']
Eucalyptus salmonophloia	545718374	NC_022403.1	160413	EUDI	Myrtaceae	3.0	7.0	77.0	1.0	1.0	0.0	11.0	0.0	0.0010630681847194666	8.175266421678e-05	0.9740546942076783	1.2299870527479226e-06	0.00041980614127178696	0.023350966483776905	3.2127460180010884e-05	0.0009963548711039347	['B23']
Colocasia esculenta	377819357	NC_016753.1	162424	LILI	Araceae	16.0	2.0	76.0	1.0	0.0	0.0	5.0	0.0	7.448579867092345e-07	1.8947198577940424e-08	0.9999888533430231	1.0980218393831085e-10	2.5411036285448156e-06	4.7783950301786586e-06	3.608720695616419e-09	3.0596346100156674e-06	['B23']
Camellia taliensis	542688107	NC_022264.1	156974	EUDI	Theaceae	5.0	2.0	76.0	1.0	1.0	0.0	14.0	1.0	0.0003744604642978383	2.5346181778665536e-05	0.9795134198209587	6.190852442014707e-07	0.00027285350173815204	0.019193740423476196	3.258295081838244e-05	0.000586977571687825	['B23']
Cycas revoluta	452848919	NC_020319.1	162489	GYMNO	Cycadaceae	0.0	24.0	71.0	0.0	0.0	0.0	5.0	0.0	0.0010041220864870721	0.0077796065290390536	0.9881380901460002	9.155784470121724e-07	0.00029805360858793813	0.001008655304936855	0.00010042139860178672	0.0016701353479000472	['B23']
Lygodium japonicum	649130800	NC_024153.1	157142	FRN	Lygodiaceae	2.0	12.0	81.0	0.0	0.0	1.0	3.0	1.0	0.005528951144709454	0.000151586909318508	0.9908121995793149	2.7066068932014063e-07	0.0006588838396166387	0.0023794230933413684	2.9426415750545304e-05	0.00043925835725923016	['B23']
Glycine dolichocarpa	526176130	NC_021648.1	152804	EUDI	Fabaceae	3.0	6.0	77.0	1.0	1.0	0.0	12.0	0.0	0.0006333008871034075	5.030608523752078e-05	0.9878167817763419	6.645233796544026e-07	0.00029541158354227644	0.010490278692304065	1.729693347476408e-05	0.0006959595186164318	['B23']
Corymbia tessellaris	545718976	NC_022410.1	160127	EUDI	Myrtaceae	3.0	7.0	77.0	1.0	1.0	0.0	11.0	0.0	0.0010630681847194666	8.175266421678e-05	0.9740546942076783	1.2299870527479226e-06	0.00041980614127178696	0.023350966483776905	3.2127460180010884e-05	0.0009963548711039347	['B23']
Gracilaria tenuistipitata var. liui	51209843	NC_006137.1	183883	RED	Gracilariaceae	5.0	0.0	95.0	0.0	0.0	0.0	0.0	0.0	0.0007255993128495058	2.540067454118242e-11	0.9989717815250791	1.2715445573232795e-09	0.00028082597763451865	1.923761273824087e-05	1.8198740733061215e-06	7.34400680102895e-07	['B23']
Gossypium bickii	570758947	NC_023214.1	159422	EUDI	Malvaceae	7.0	4.0	70.0	2.0	1.0	0.0	12.0	4.0	0.00016312138728715584	1.4129055922943166e-05	0.9857292986898979	9.558427465487385e-07	0.00013185295735443248	0.013179610011431283	5.411748252088992e-06	0.0007756203071076341	['B23']
Thalassiosira oceanica CCMP1005	315320467	NC_014808.1	141790	DTM	Thalassiosiraceae	7.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	0.002566202465136024	1.2835143629594499e-10	0.9964051962077165	2.1536716310607374e-08	0.000808477051231544	0.0001977199184725891	1.5980835116600482e-05	6.401857259063472e-06	['B23']
Pseudotsuga sinensis var. wilsoniana	351653779	NC_016064.1	122513	GYMNO	Pinaceae	12.0	24.0	61.0	2.0	0.0	0.0	1.0	0.0	0.013542446954753632	0.004780234435897753	0.973562581439346	2.270477511155891e-06	0.00020351489086260194	0.0007779420855558704	2.7579414471911584e-07	0.007130733921928312	['B23']
Heliconia collinsiana	456061430	NC_020362.1	161907	LILI	Heliconiaceae	6.0	2.0	87.0	0.0	1.0	0.0	4.0	0.0	7.15702685394287e-07	8.093488336904395e-09	0.9999902145795396	8.085414480306632e-12	4.533390747942014e-06	4.136132807770157e-06	9.873735256577438e-09	3.822189102082966e-07	['B23']
Nicotiana undulata	351653853	NC_016068.1	155863	EUDI	Solanaceae	2.0	3.0	78.0	1.0	1.0	0.0	14.0	1.0	0.006132786037392355	0.00021036402152733118	0.9085937265775792	1.0654287707523961e-05	0.0013004184714451817	0.07811658976768106	0.000440737256160385	0.005194723580507057	['B23']
Silene conoidea	575925610	NC_023358.1	147896	EUDI	Caryophyllaceae	7.0	9.0	70.0	2.0	0.0	0.0	10.0	2.0	0.00015705363467663526	1.6168355356017922e-05	0.99377050576759	5.961057106918628e-07	0.00010185237311197864	0.005298961753242557	1.7908777926993021e-06	0.0006530711325195677	['B23']
Sporolithon durum	NC_029857.1	NC_029857.1	000000	RED	RED	14.0	1.0	85.0	0.0	0.0	0.0	0.0	0.0	0.10272876210997894	3.1614232223749632e-09	0.890081703428673	5.677837348302401e-07	0.00551456727192564	0.0004621086090860487	0.0011778710986582084	3.441653652016922e-05	['B23']
Pyropia pulchra	NC_029861.1	NC_029861.1	000000	RED	RED	19.0	1.0	80.0	0.0	0.0	0.0	0.0	0.0	0.9189098782617224	1.1150106046262325e-07	0.0717327187081608	5.156045872768925e-06	0.004780030521855815	0.0020859725500862285	0.002327795599809301	0.00015833681143222574	['A']
Pedinomonas minor	376403573	NC_016733.1	98340	CPH	Pedinomonadaceae	36.0	4.0	60.0	0.0	0.0	0.0	0.0	0.0	0.11840917545195116	3.707231378220065e-05	0.5220011579670765	2.528912318118566e-06	0.00446724320510052	0.3547759372842634	2.693375544627882e-05	0.0002799511100618096	['B23']
Praxelis clematidea	598324104	NC_023833.1	151410	EUDI	Asteraceae	1.0	4.0	58.0	9.0	0.0	0.0	9.0	19.0	0.00015718050757669943	6.543057387314782e-06	0.2615289790328211	0.0015454139306101255	0.002224651927143474	1.370822014039533e-05	0.5731306303591475	0.16139289296517337	['F']
Nannochloropsis oceanica	542687962	NC_022263.1	117557	DTM	Monodopsidaceae	33.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	4.414819241433367e-05	1.1597166595161115e-13	0.9999351126886226	9.21902716557551e-13	1.835105927438554e-05	2.3828345048089297e-06	1.1917001880245e-09	4.03244602444049e-09	['B23']
Corymbia gummifera	545718718	NC_022407.1	160713	EUDI	Myrtaceae	6.0	4.0	77.0	1.0	1.0	0.0	10.0	1.0	4.759959052434117e-05	5.547704961483285e-06	0.9962113829209873	1.2160965200153765e-07	7.324866563437345e-05	0.003440858827835885	2.56778674028376e-06	0.00021867289366408685	['B23']
Trifolium grandiflorum	628249756	NC_024034.1	125628	EUDI	Fabaceae	5.0	3.0	89.0	1.0	0.0	0.0	2.0	0.0	0.0024523827602218875	7.85480656226125e-06	0.9877775940351375	6.341330803893375e-07	0.00046948467405197287	0.008769956335341932	7.760517494478462e-06	0.0005143327381095618	['B23']
Fritillaria hupehensis	674840346	NC_024736.1	152145	LILI	Liliaceae	2.0	4.0	88.0	1.0	0.0	0.0	5.0	0.0	0.00021100825811025937	2.5968693248213764e-05	0.9987858841464204	1.9385372775616708e-08	0.00013237476397384514	0.0006205882363780455	2.743158713926047e-06	0.0002214133577824132	['B23']
Viviania marifolia	570880090	NC_023259.1	157291	EUDI	Francoaceae	3.0	3.0	78.0	1.0	1.0	0.0	13.0	1.0	0.002592148334445798	8.36323074959642e-05	0.9126062942901575	6.1616913983240445e-06	0.0007953487768700712	0.08071433893431301	8.900894429687686e-05	0.003113066721022377	['B23']
Corymbia maculata	545718804	NC_022408.1	160045	EUDI	Myrtaceae	3.0	7.0	77.0	1.0	1.0	0.0	11.0	0.0	0.0010630681847194666	8.175266421678e-05	0.9740546942076783	1.2299870527479226e-06	0.00041980614127178696	0.023350966483776905	3.2127460180010884e-05	0.0009963548711039347	['B23']
Mankyua chejuensis	383930550	NC_017006.1	146221	FRN	Ophioglossaceae	4.0	3.0	93.0	0.0	0.0	0.0	0.0	0.0	1.8611878501195843e-05	6.292464220082683e-08	0.9999406488260514	3.6777158132653063e-11	2.502054014617284e-05	1.454821399187763e-05	9.793042140370743e-08	1.0096494686872649e-06	['B23']
Lecomtella madagascariensis	662020661	NC_024106.1	139073	LILI	Poaceae	6.0	5.0	80.0	1.0	1.0	0.0	7.0	0.0	1.838915412729622e-05	1.035908605579906e-06	0.9999201387367744	1.9659387921324507e-09	1.6563060297694386e-05	1.6966964257364243e-05	8.280914752638297e-08	2.6821400851343366e-05	['B23']
Gossypium robinsonii	394830956	NC_018113.1	159849	EUDI	Malvaceae	4.0	4.0	76.0	2.0	1.0	0.0	11.0	2.0	0.00016785588896284023	1.0519779157513865e-05	0.9932598444163027	3.2841450158050734e-07	0.00014418652590035842	0.006023861126132324	7.174946679173338e-06	0.0003862289023636878	['B23']
Spirodela polyrhiza	342316100	NC_015891.1	168788	LILI	Araceae	6.0	2.0	85.0	2.0	1.0	0.0	4.0	0.0	0.0016257357948379477	2.3713354879034895e-06	0.9951117117116005	2.088468691540943e-06	0.00021434763205647794	0.002196923450151758	3.46731295444033e-06	0.0008433542942194914	['B23']
Salix interior	671743850	NC_024681.1	156620	EUDI	Salicaceae	3.0	3.0	76.0	1.0	2.0	0.0	14.0	1.0	0.0007919596658855685	6.690445483352517e-05	0.9309822055897726	3.6359304798731875e-06	0.0006072104765291778	0.06380352292082674	0.00014746042118049603	0.003597100540492099	['B23']
Berberis bealei	552546068	NC_022457.1	164792	EUDI	Berberidaceae	4.0	4.0	82.0	1.0	0.0	0.0	9.0	0.0	0.0008937499173474674	1.7722739862427133e-05	0.9940650784415326	1.375753485148447e-07	0.0002631561765879396	0.004513944262134247	7.01944574078238e-06	0.00023919144144588062	['B23']
Ginkgo biloba	380448679	NC_016986.1	156988	GYMNO	Ginkgoaceae	2.0	25.0	72.0	0.0	0.0	0.0	1.0	0.0	0.00011668846807895299	0.00040838245631911503	0.9991182371843209	1.306954650465296e-08	5.134229554727901e-05	8.097047972646651e-05	2.60395196525468e-07	0.00022410565126426075	['B23']
Aegilops speltoides	533310181	NC_022135.1	113536	LILI	Poaceae	12.0	4.0	79.0	0.0	1.0	0.0	4.0	0.0	0.0001252136490704075	3.2583283015723692e-06	0.9992932827816834	8.340753698644836e-09	7.915728557749125e-05	0.0003854967279579136	8.224776512836624e-07	0.00011276040900433624	['B23']
Cypripedium macranthos	658645633	NC_024421.1	157050	LILI	Orchidaceae	2.0	4.0	84.0	1.0	1.0	0.0	8.0	0.0	0.0006849363822920425	3.100952181407696e-05	0.9979666746403443	4.885397190342059e-08	0.0002051216050685258	0.0008794368245556137	5.801100715939249e-06	0.0002269710712377175	['B23']
Hakonechloa macra	694137257	NC_025235.1	133960	LILI	Poaceae	3.0	6.0	79.0	0.0	1.0	0.0	11.0	0.0	7.213651163441985e-05	1.6248511725578576e-05	0.9996132195042122	6.595253769834596e-09	5.745342144207582e-05	0.0001420443136337549	8.643104943248077e-07	9.802683160396181e-05	['B23']
Agrostemma githago	576303595	NC_023357.1	151733	EUDI	Caryophyllaceae	9.0	9.0	68.0	2.0	0.0	0.0	9.0	3.0	0.000712724033266244	6.157150283136153e-05	0.9723273762727175	2.799481126711608e-06	0.0002554534195323176	0.024946573713649677	7.894958657329243e-06	0.0016856066182189728	['B23']
Silene latifolia	374249929	NC_016730.1	151736	EUDI	Caryophyllaceae	6.0	16.0	65.0	2.0	0.0	0.0	8.0	3.0	0.0052449194532124925	0.0007721979653008436	0.8575196335180205	2.4672209360500785e-05	0.0007258834377899689	0.12812730431229413	2.976842735125234e-05	0.007555620676670195	['B23']
Monomorphina aenigmatica	440801917	NC_020018.1	74746	EUG	Euglenaceae	18.0	0.0	80.0	1.0	1.0	0.0	0.0	0.0	0.00017495731644183953	3.287269695631585e-11	0.9997497358741925	1.428782420707153e-07	4.020711069521414e-05	9.345885185889555e-06	3.50783171588336e-07	2.526011919821069e-05	['B23']
Elaeis guineensis	383931169	NC_017602.1	156973	LILI	Arecaceae	2.0	4.0	84.0	1.0	1.0	0.0	8.0	0.0	0.0003729340172676805	3.386964458627892e-05	0.9978666985863992	6.307878541027218e-08	0.00016930718142783602	0.0011748062542529436	5.428786886962317e-06	0.00037689245039366327	['B23']
Nannochloropsis salina	542687811	NC_022261.1	114882	DTM	Monodopsidaceae	56.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.015804079422630485	5.423155984038713e-11	0.9828633434224942	1.4947873229985442e-10	0.0006277328182383742	0.0007045912219127995	1.4087960590897506e-07	1.1203140800742503e-07	['B23']
Trebouxiophyceae sp. MX-AZ01	409052464	NC_018569.1	149707	CPH	Chlorophyta	0.0	0.0	98.0	0.0	0.0	0.0	1.0	1.0	1.8885548021588176e-08	4.086805825277568e-13	0.9999990534434597	1.6991366586708051e-12	8.171016484124244e-07	9.748432258088964e-08	2.0734690941228487e-10	1.2875566463413808e-08	['B23']
Thysanolaena latifolia	694137507	NC_025238.1	140097	LILI	Poaceae	6.0	6.0	78.0	1.0	1.0	0.0	8.0	0.0	5.021430633540544e-06	3.9145464006904613e-07	0.9999543032317054	7.32380286617923e-10	1.0274568045519753e-05	1.6710220372048325e-05	7.07629891888715e-08	1.3227599233955502e-05	['B23']
Taiwania cryptomerioides	352951041	NC_016065.1	132588	GYMNO	Cupressaceae	6.0	1.0	89.0	4.0	0.0	0.0	0.0	0.0	9.071625916998948e-05	2.230441345405028e-08	0.9996241528596257	4.922952284969294e-07	1.7988399782048033e-05	1.553049644721052e-05	1.9501329396851608e-08	0.00025107788400375474	['B23']
Wolffia australiana	342316353	NC_015899.1	168704	LILI	Araceae	3.0	3.0	84.0	0.0	0.0	0.0	10.0	0.0	4.2485234355149894e-05	3.7683804257126657e-07	0.9990832734790869	9.799245975536338e-09	8.311484529467824e-05	0.0007564573167084218	2.378043308481198e-06	3.190444395773376e-05	['B23']
Camellia leptophylla	671741997	NC_024660.1	157102	EUDI	Theaceae	4.0	4.0	75.0	1.0	1.0	0.0	14.0	1.0	0.000209432955909035	2.1782653986831157e-05	0.9860218088355079	3.491782827926563e-07	0.00018759646234676965	0.013107301935677662	1.3717238460789413e-05	0.00043801073982832465	['B23']
Hirtella physophora	662015706	NC_024066.1	162955	EUDI	Chrysobalanaceae	3.0	6.0	79.0	1.0	1.0	0.0	10.0	0.0	0.0006892415057294185	4.483109135912299e-05	0.9933052799380215	1.075259488474493e-06	0.00022176081111183174	0.004701081892720646	6.953328399332769e-06	0.001029776173169879	['B23']
Gelidium vagum	NC_029859.1	NC_029859.1	000000	RED	RED	9.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0	4.1931539858658933e-07	1.6039128823466387e-15	0.9999947230743221	2.3675538552209226e-12	4.793724305952007e-06	2.378493271461393e-08	3.462203005083569e-08	5.4766413619223765e-09	['B23']
Fragaria virginiana	428697264	NC_019602.1	155621	EUDI	Rosaceae	2.0	5.0	80.0	1.0	0.0	0.0	12.0	0.0	0.004790582482311507	8.35642148861669e-05	0.94745692724944	4.1681427013580355e-06	0.0009144428670204354	0.04488207325369794	8.242733824789412e-05	0.0017858144516946905	['B23']
Rhizosolenia imbricata	725650481	NC_025311.1	120956	DTM	Rhizosoleniaceae	19.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0009057703418254078	2.4995193635033423e-10	0.9988779107851026	1.3333201464471957e-10	0.0001400354321165355	7.601689299706053e-05	3.2059380373692267e-08	2.341052939538613e-07	['B23']
Pyropia yezoensis	90994377	NC_007932.1	191952	RED	Bangiaceae	8.0	1.0	91.0	0.0	0.0	0.0	0.0	0.0	0.3530268725139912	3.0816443227056295e-08	0.6236382570185718	9.495426964933128e-06	0.01133285066588363	0.00533840578365485	0.0063581855499981925	0.00029590222449231164	['B23']
Gossypium capitis-viridis	394830780	NC_018111.1	159467	EUDI	Malvaceae	3.0	6.0	74.0	1.0	1.0	0.0	14.0	1.0	0.0008694532998868065	8.474282293849188e-05	0.9735607740163488	9.845738800888224e-07	0.0003990546387372576	0.024178710377654074	3.075211220605644e-05	0.0008755281583483372	['B23']
Aureococcus anophagefferens	242620015	NC_012898.1	89599	DTM	Stramenopiles	7.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	0.010880974944866187	4.285287903362205e-10	0.9879445046439841	1.915069215702546e-09	0.0008098609525270639	0.00036256849926070707	4.4348215162702087e-07	1.6451336122255425e-06	['B23']
Pinguicula ehlersiae	587005057	NC_023463.1	147147	EUDI	Lentibulariaceae	3.0	8.0	75.0	1.0	1.0	0.0	12.0	0.0	0.001223145418312429	0.0001954414784085568	0.978357849976245	9.739254972627132e-07	0.00047991980982151473	0.018676478979981984	5.76850544479995e-05	0.0010085053572853671	['B23']
Gossypium tomentosum	372291365	NC_016690.1	160433	EUDI	Malvaceae	3.0	6.0	74.0	1.0	1.0	0.0	14.0	1.0	0.0007841640191978448	7.839210242055932e-05	0.9737562648463735	8.320500470973737e-07	0.0003893967552963321	0.024183173410778525	3.047371520348253e-05	0.0007773031006825715	['B23']
